customer_id,split,suspicious_activity_confirmed,total_transactions,cash_transaction_count,cash_volume,total_volume,cash_transaction_ratio,cash_volume_ratio,structuring_count,avg_transaction_amount,std_transaction_amount,max_transaction_amount,monthly_transaction_count,avg_monthly_count,volume_change_ratio,count_change_ratio,num_unique_counterparties,total_counterparty_transactions,top_counterparty_share,one_time_counterparty_count,num_international_transactions,num_high_risk_country_transactions,num_unique_countries,avg_corruption_index,high_risk_country_ratio,total_annual_inflow,income_to_inflow_ratio,declined_count,declined_volume,avg_declined_amount,decline_rate,pep_status,sanctions_screening_flag,age,kyc_risk_score,is_SME,is_corporate,is_personal,is_sole_trader,high_risk_nationality,high_risk_residency,avg_balance,avg_inflow,avg_outflow,has_business_account,num_accounts,avg_monthly_transaction_count,avg_monthly_volume,max_single_transaction_6m,pct_international_transactions,pct_cash_transactions,num_unique_counterparties_6m,transaction_time_entropy,geographic_spread_score,dormancy_periods_count,volume_deviation_ratio,count_deviation_ratio
CUST_0000,test,,84,24,302300.0,48687454.88,0.2857142857142857,0.006208991633370012,14,579612.5580952382,1075918.894531921,5825558.08,84,7.0,0.11042221534567452,-0.046511627906976744,23,57,0.21052631578947367,9,5.0,0.0,4.0,78.4,0.0,48670996.55,1.1652141860186735,0.0,0.0,0.0,0.0,False,False,-1.0,1,False,True,False,False,False,False,3271376.9233333333,1422734.8933333333,456.6666666666667,True,3,6.8,3483933.0519,5794448.5049,0.0833,0.3185,11.8124,2.9906,2.2102,0,-0.09390584564807947,-0.05116279069767448
CUST_0001,test,,154,4,7200.0,7102237.52,0.025974025974025976,0.0010137650254197638,0,46118.42545454545,34875.77679077037,120065.45,154,12.833333333333334,0.29950592742909415,0.16901408450704225,12,136,0.40441176470588236,0,0.0,0.0,0.0,0.0,0.0,3980361.96,35.53894607142857,1.0,107577.03,107577.03,0.0064516129032258064,False,False,20.0,0,False,False,True,False,False,False,280153.94,376287.33,292653.46,False,1,13.8,778666.44,109507.2697,0.0,0.024,12.1176,1.9788,0.0,0,0.5126625285858739,0.16619718309859155
CUST_0002,val,0.0,62,0,0.0,677698.66,0.0,0.0,0,10930.623548387097,17463.97601231363,47289.43,62,5.166666666666667,-0.3060462769475589,-0.32432432432432434,12,51,0.19607843137254902,6,0.0,0.0,0.0,0.0,0.0,527047.69,1.0,3.0,6688.23,2229.41,0.046153846153846156,False,False,52.0,0,False,False,False,True,False,False,34272.253333333334,16578.95666666667,1929.6733333333334,True,3,5.0,61257.5267,42710.9186,0.0,0.0,7.5451,2.2957,0.0,1,-0.0812959663950112,-0.18918918918918923
CUST_0003,train,0.0,30,2,20000.0,915701.79,0.06666666666666667,0.02184117167664377,0,30523.393,32379.198226490305,69636.61,30,2.5,-0.07243745669597224,-0.23529411764705882,9,22,0.5454545454545454,6,1.0,0.0,1.0,31.0,0.0,867318.3,0.40853429109750355,0.0,0.0,0.0,0.0,False,False,42.0,0,False,False,False,True,False,False,55760.50666666666,24353.733333333334,126.54,True,3,2.2,73999.0815,69386.7064,0.0,0.0,4.8028,2.7302,0.0,0,-0.06538661846471633,-0.22352941176470587
CUST_0004,test,,67,1,200.0,544347.41,0.014925373134328358,0.00036741242141668314,0,8124.588208955224,11318.090235454776,30419.94,67,5.583333333333333,-0.0017440909013819253,-0.029411764705882353,8,48,0.25,2,0.0,0.0,0.0,0.0,0.0,354758.67,1.0078371306818181,1.0,200.0,200.0,0.014705882352941176,False,False,54.0,0,False,False,True,False,False,False,36432.43,29552.98,15769.71,False,1,5.5,42107.0335,31629.7618,0.0,0.0,6.1918,2.76,0.0,0,-0.07257063823279565,-0.029411764705882405
CUST_0005,train,0.0,63,4,1700.0,435120.18000000005,0.06349206349206349,0.003906966576452509,0,6906.669523809524,10354.466117945687,27948.62,63,5.25,-0.035562657881901966,-0.2972972972972973,7,44,0.2727272727272727,2,0.0,0.0,0.0,0.0,0.0,326680.69,0.9990235168195719,2.0,718.97,359.485,0.03076923076923077,False,False,22.0,0,False,False,True,False,False,False,22729.12,13565.745,4236.05,False,2,4.3,36380.6108,28476.4494,0.0,0.0702,3.4018,2.0712,0.0,0,-0.014514605349929148,-0.3027027027027028
CUST_0006,test,,66,0,0.0,50072804.37,0.0,0.0,0,758678.854090909,1422322.4122621873,5949001.96,66,5.5,-0.08071581169576238,-0.058823529411764705,19,55,0.21818181818181817,7,8.0,1.0,7.0,67.75,0.125,50048036.13,1.148549308777969,2.0,1068.5700000000002,534.2850000000001,0.029411764705882353,False,False,-1.0,0,False,True,False,False,False,False,2295926.5275,998732.7625,579.4125,True,4,5.3,3775351.0937,3222237.4143,0.1203,0.0,16.1924,3.0898,3.3312,0,-0.13174765217143117,-0.06470588235294125
CUST_0007,test,,61,1,500.0,27493989.4,0.01639344262295082,1.8185793000996794e-05,0,450721.137704918,745772.5505544397,2854082.61,61,5.083333333333333,-0.1293564794798145,-0.15151515151515152,21,53,0.22641509433962265,9,11.0,0.0,5.0,76.63636363636364,0.0,27484704.77,1.1621439649048626,1.0,327.45,327.45,0.016129032258064516,False,False,-1.0,0,False,True,False,False,False,False,1634237.9066666665,710711.12,198.83333333333334,True,3,4.7,2286728.3387,2959708.2311,0.1887,0.0,11.2254,2.6676,3.0336,0,-0.06648973612122445,-0.14545454545454542
CUST_0008,test,,47,3,1700.0,546857.29,0.06382978723404255,0.0031086720998087084,0,11635.261489361703,13667.958666146415,33909.17,47,3.9166666666666665,-0.0014664731786014223,0.23809523809523808,7,32,0.375,2,0.0,0.0,0.0,0.0,0.0,400726.7,1.009387153652393,0.0,0.0,0.0,0.0,False,False,33.0,0,False,False,True,False,False,False,26297.395,16705.905,6063.095,False,2,4.3,38499.3037,33264.4926,0.0,0.0406,5.0062,2.6185,0.0,0,-0.15580736754487692,0.2285714285714285
CUST_0009,test,,42,1,200.0,178478.79,0.023809523809523808,0.0011205813307004155,0,4249.495,3315.6530864608435,7285.0,42,3.5,0.013693956383734171,-0.09090909090909091,6,29,0.41379310344827586,3,0.0,0.0,0.0,0.0,0.0,82342.42,0.9920773493975903,1.0,6804.43,6804.43,0.023255813953488372,False,False,20.0,1,False,False,True,False,False,False,1025.685,3418.94,4068.245,False,2,3.3,13442.8848,8944.9172,0.0,0.0,5.1671,2.6618,0.0,0,-0.089980746346742,-0.1
CUST_0010,test,,38,4,9000.0,467632.04000000004,0.10526315789473684,0.01924590111490222,0,12306.106315789475,17330.207249833005,38800.63,38,3.1666666666666665,0.002201414341065148,0.5333333333333333,6,22,0.5454545454545454,2,0.0,0.0,0.0,0.0,0.0,449470.31,1.0010474610244988,0.0,0.0,0.0,0.0,False,False,47.0,0,False,False,True,False,False,False,27215.74666666667,12377.643333333333,626.4166666666666,False,3,3.8,34517.3592,37654.8939,0.0,0.173,6.76,2.9336,0.0,0,-0.11326813180433168,0.5199999999999999
CUST_0011,train,0.0,79,2,10400.0,3328332.82,0.02531645569620253,0.003124687512470583,0,42130.79518987342,86793.46506818378,252630.17,79,6.583333333333333,-0.030162173291298635,0.07894736842105263,9,56,0.21428571428571427,2,1.0,0.0,1.0,33.0,0.0,2944244.93,1.008303058219178,0.0,0.0,0.0,0.0,False,False,44.0,0,False,False,True,False,False,False,101201.24,48941.136,5681.686,False,5,6.8,255779.9722,266121.9022,0.0207,0.0,7.7894,2.5153,0.9022,0,-0.09171631840461192,0.07368421052631581
CUST_0012,val,0.0,35,8,15400.0,3393939.95,0.22857142857142856,0.004537499256579362,0,96969.71285714286,161793.58441548178,574792.99,35,2.9166666666666665,-0.03877281266410728,-0.05555555555555555,10,21,0.42857142857142855,6,0.0,0.0,0.0,0.0,0.0,3382304.91,0.7921088782201405,0.0,0.0,0.0,0.0,False,False,30.0,0,True,False,False,False,False,False,317621.3,138339.11666666667,279.33666666666664,True,3,4.2,459255.1159,456082.8755,0.0,0.2355,6.2352,3.1371,0.0,3,0.5923150659625132,0.4000000000000001
CUST_0013,test,,56,2,1500.0,18169687.1,0.03571428571428571,8.25550815346732e-05,0,324458.6982142857,535570.7851644534,2557323.6,56,4.666666666666667,-0.2563808792574516,-0.30303030303030304,26,49,0.20408163265306123,15,6.0,0.0,6.0,55.666666666666664,0.0,18155165.69,0.9040066568739731,1.0,501.22,501.22,0.017543859649122806,False,False,-1.0,0,False,True,False,False,False,False,2223865.48,967702.015,924.575,True,2,5.8,1579110.7941,2267123.9324,0.1116,0.0767,12.3063,3.2233,2.916,2,-0.09078199556984902,0.054545454545454515
CUST_0014,train,0.0,32,2,700.0,115189.5,0.0625,0.006076942776902409,0,3599.671875,4883.930693617682,10861.38,32,2.6666666666666665,-0.02001173662518067,-0.11764705882352941,5,25,0.4,2,1.0,0.0,1.0,56.0,0.0,107173.42,0.8308017054263566,0.0,0.0,0.0,0.0,False,False,24.0,0,False,False,True,False,False,False,9725.13,4471.45,279.605,False,2,2.5,10529.2535,8735.7266,0.0,0.1287,2.2546,2.177,0.0,0,0.08592180808658274,-0.11764705882352945
CUST_0015,test,,70,6,10200.0,885921.8299999998,0.08571428571428572,0.011513431156787277,0,12656.026142857141,22404.190823227455,65033.83,70,5.833333333333333,0.23480304527106527,-0.05555555555555555,11,54,0.2037037037037037,5,0.0,0.0,0.0,0.0,0.0,685883.76,0.9181844176706827,4.0,1041.9099999999999,260.47749999999996,0.05405405405405406,False,False,35.0,0,False,False,True,False,False,False,51967.1,31058.29,9733.485,False,2,5.7,91188.3443,63997.078,0.0,0.0284,6.5609,2.5967,0.0,0,0.3801758753469236,-0.04999999999999997
CUST_0016,train,0.0,38,9,15900.0,448611.46,0.23684210526315788,0.03544269689410074,0,11805.564736842105,16441.961251667446,36382.87,38,3.1666666666666665,-0.01110428064508106,0.1111111111111111,4,19,0.631578947368421,0,0.0,0.0,0.0,0.0,0.0,427854.04000000004,1.002000093676815,1.0,448.88,448.88,0.02564102564102564,False,False,85.0,0,False,False,True,False,False,False,39043.115,17725.275,862.51,False,2,3.3,32232.1886,35280.7516,0.0,0.2274,4.5845,2.7781,0.0,0,-0.14260154746853207,0.09999999999999994
CUST_0017,test,,67,3,4500.0,362666.1,0.04477611940298507,0.012408107622962279,0,5412.926865671641,10810.629369469521,29248.25,67,5.583333333333333,0.027412372463589938,0.68,8,43,0.27906976744186046,3,0.0,0.0,0.0,0.0,0.0,340410.87,0.9953534210526316,2.0,1018.61,509.305,0.028985507246376812,False,False,34.0,0,False,False,True,False,False,False,19859.78,9367.516666666666,842.7533333333334,False,3,7.0,24693.0763,29640.6382,0.0,0.047,6.2762,2.5052,0.0,0,-0.17174974327943895,0.6799999999999998
CUST_0018,test,,45,0,0.0,56098857.79,0.0,0.0,0,1246641.2842222222,1950587.776608977,7292788.87,45,3.75,-0.21777039966436662,0.045454545454545456,21,43,0.27906976744186046,11,5.0,0.0,4.0,67.6,0.0,56029029.29,1.1517468557156658,0.0,0.0,0.0,0.0,False,False,-1.0,0,False,True,False,False,False,False,1883486.9079999998,819757.774,977.9879999999999,True,5,3.8,4733171.3277,5078879.8046,0.0551,0.0,16.0038,3.0681,1.1102,0,-0.09777863122298165,0.036363636363636355
CUST_0019,train,0.0,69,14,49700.0,1104824.6200000003,0.2028985507246377,0.044984515279900245,1,16011.951014492759,28194.80222853721,93257.33,69,5.75,-0.04037625356455368,-0.08333333333333333,22,44,0.2727272727272727,15,6.0,2.0,5.0,55.333333333333336,0.3333333333333333,864088.26,1.3132040425531915,1.0,37295.34,37295.34,0.014285714285714285,False,False,28.0,0,True,False,False,False,False,False,36787.7,19040.3625,3502.5675,True,4,5.5,89378.7347,84895.5198,0.0389,0.172,12.1291,3.0989,0.9791,0,-0.048815416815346846,-0.08333333333333333
CUST_0020,val,0.0,66,0,0.0,5879363.84,0.0,0.0,0,89081.2703030303,193013.22236412077,747255.78,66,5.5,0.11146610684063388,-0.16666666666666666,22,61,0.19672131147540983,11,4.0,1.0,4.0,63.25,0.25,5865816.58,1.163852496031746,2.0,1276.53,638.265,0.029411764705882353,False,False,-1.0,0,False,True,False,False,False,False,590798.47,257351.205,554.65,True,2,5.0,529923.9269,646813.0799,0.0586,0.0,14.9418,2.9385,1.7837,0,0.14187497964396467,-0.16666666666666666
CUST_0021,test,,46,3,2400.0,298801.0399999999,0.06521739130434782,0.008032100557615196,0,6495.674782608694,7032.098276997411,17843.69,46,3.8333333333333335,-0.16766112200072059,0.0,7,32,0.34375,1,0.0,0.0,0.0,0.0,0.0,191898.52000000002,0.9225890384615385,0.0,0.0,0.0,0.0,False,False,32.0,0,False,False,True,False,False,False,10348.365,8719.63,4853.39,False,2,4.6,29499.2048,14628.8743,0.0,0.0939,6.3177,1.8695,0.0,1,0.08538858817431742,0.19999999999999987
CUST_0022,train,0.0,74,1,200.0,405006.01,0.013513513513513514,0.0004938198324513752,0,5473.054189189189,8838.376356726372,25216.56,74,6.166666666666667,-0.005045583539397367,0.0,10,59,0.2033898305084746,4,0.0,0.0,0.0,0.0,0.0,294377.65,0.9945190878378379,1.0,202.0,202.0,0.013333333333333334,False,False,27.0,0,False,False,True,False,False,False,18569.795,12147.66,4684.91,False,2,6.2,27274.5722,26957.7478,0.0,0.0285,4.6979,3.1008,0.0,0,-0.19391524682613617,0.005405405405405386
CUST_0023,train,0.0,68,0,0.0,388160.1099999999,0.0,0.0,0,5708.236911764705,8894.59022140991,24654.24,68,5.666666666666667,-0.16663985460082778,-0.1111111111111111,12,53,0.18867924528301888,4,0.0,0.0,0.0,0.0,0.0,259504.61,1.0,1.0,285.13,285.13,0.014492753623188406,False,False,39.0,0,False,False,False,True,False,False,16172.41,11967.515,5676.435,False,2,6.4,31550.8954,29369.6315,0.0,0.0,8.8906,2.7328,0.0,1,-0.10587173661892141,0.06666666666666672
